Sexo;Provincias;Municipios;Edad (grupos quinquenales);Periodo;Total
Total;28 Madrid;28118 Puebla de la Sierra;De 80 a 84 años  ;1 de enero de 2021;1
Total;28 Madrid;28118 Puebla de la Sierra;De 85 a 89 años  ;1 de enero de 2021;1
Total;28 Madrid;28118 Puebla de la Sierra;De 90 a 94 años  ;1 de enero de 2021;0
Total;28 Madrid;28118 Puebla de la Sierra;De 95 a 99 años  ;1 de enero de 2021;1
Total;28 Madrid;28118 Puebla de la Sierra;100 y más años;1 de enero de 2021;0
Total;28 Madrid;28902 Puentes Viejas;De 0 a 4 años;1 de enero de 2021;19
Total;28 Madrid;28902 Puentes Viejas;De 5 a 9 años;1 de enero de 2021;40
Total;28 Madrid;28902 Puentes Viejas;De 10 a 14 años  ;1 de enero de 2021;42
Total;28 Madrid;28902 Puentes Viejas;De 15 a 19 años  ;1 de enero de 2021;24
Total;28 Madrid;28902 Puentes Viejas;De 20 a 24 años;1 de enero de 2021;28
Total;28 Madrid;28902 Puentes Viejas;De 25 a 29 años;1 de enero de 2021;25
Total;28 Madrid;28902 Puentes Viejas;De 30 a 34 años;1 de enero de 2021;30
Total;28 Madrid;28902 Puentes Viejas;De 35 a 39 años;1 de enero de 2021;48
Total;28 Madrid;28902 Puentes Viejas;De 40 a 44 años;1 de enero de 2021;81
Total;28 Madrid;28902 Puentes Viejas;De 45 a 49 años;1 de enero de 2021;60
Total;28 Madrid;28902 Puentes Viejas;De 50 a 54 años;1 de enero de 2021;60
Total;28 Madrid;28902 Puentes Viejas;De 55 a 59 años;1 de enero de 2021;68
Total;28 Madrid;28902 Puentes Viejas;De 60 a 64 años;1 de enero de 2021;47
Total;28 Madrid;28902 Puentes Viejas;De 65 a 69 años;1 de enero de 2021;32
Total;28 Madrid;28902 Puentes Viejas;De 70 a 74 años  ;1 de enero de 2021;47
Total;28 Madrid;28902 Puentes Viejas;De 75 a 79 años  ;1 de enero de 2021;23
Total;28 Madrid;28902 Puentes Viejas;De 80 a 84 años  ;1 de enero de 2021;21
Total;28 Madrid;28902 Puentes Viejas;De 85 a 89 años  ;1 de enero de 2021;15
Total;28 Madrid;28902 Puentes Viejas;De 90 a 94 años  ;1 de enero de 2021;7
Total;28 Madrid;28902 Puentes Viejas;De 95 a 99 años  ;1 de enero de 2021;1
Total;28 Madrid;28902 Puentes Viejas;100 y más años;1 de enero de 2021;1
Total;28 Madrid;28120 Rascafría;De 0 a 4 años;1 de enero de 2021;53
Total;28 Madrid;28120 Rascafría;De 5 a 9 años;1 de enero de 2021;49
Total;28 Madrid;28120 Rascafría;De 10 a 14 años  ;1 de enero de 2021;55
Total;28 Madrid;28120 Rascafría;De 15 a 19 años  ;1 de enero de 2021;62
Total;28 Madrid;28120 Rascafría;De 20 a 24 años;1 de enero de 2021;80
Total;28 Madrid;28120 Rascafría;De 25 a 29 años;1 de enero de 2021;88
Total;28 Madrid;28120 Rascafría;De 30 a 34 años;1 de enero de 2021;116
Total;28 Madrid;28120 Rascafría;De 35 a 39 años;1 de enero de 2021;95
Total;28 Madrid;28120 Rascafría;De 40 a 44 años;1 de enero de 2021;118
Total;28 Madrid;28120 Rascafría;De 45 a 49 años;1 de enero de 2021;121
Total;28 Madrid;28120 Rascafría;De 50 a 54 años;1 de enero de 2021;156
Total;28 Madrid;28120 Rascafría;De 55 a 59 años;1 de enero de 2021;168
Total;28 Madrid;28120 Rascafría;De 60 a 64 años;1 de enero de 2021;159
Total;28 Madrid;28120 Rascafría;De 65 a 69 años;1 de enero de 2021;137
Total;28 Madrid;28120 Rascafría;De 70 a 74 años  ;1 de enero de 2021;91
Total;28 Madrid;28120 Rascafría;De 75 a 79 años  ;1 de enero de 2021;80
Total;28 Madrid;28120 Rascafría;De 80 a 84 años  ;1 de enero de 2021;48
Total;28 Madrid;28120 Rascafría;De 85 a 89 años  ;1 de enero de 2021;45
Total;28 Madrid;28120 Rascafría;De 90 a 94 años  ;1 de enero de 2021;26
Total;28 Madrid;28120 Rascafría;De 95 a 99 años  ;1 de enero de 2021;7
Total;28 Madrid;28120 Rascafría;100 y más años;1 de enero de 2021;0
Total;28 Madrid;28121 Redueña;De 0 a 4 años;1 de enero de 2021;10
Total;28 Madrid;28121 Redueña;De 5 a 9 años;1 de enero de 2021;11
Total;28 Madrid;28121 Redueña;De 10 a 14 años  ;1 de enero de 2021;14
Total;28 Madrid;28121 Redueña;De 15 a 19 años  ;1 de enero de 2021;20
Total;28 Madrid;28121 Redueña;De 20 a 24 años;1 de enero de 2021;11
Total;28 Madrid;28121 Redueña;De 25 a 29 años;1 de enero de 2021;13
Total;28 Madrid;28121 Redueña;De 30 a 34 años;1 de enero de 2021;19
Total;28 Madrid;28121 Redueña;De 35 a 39 años;1 de enero de 2021;22
Total;28 Madrid;28121 Redueña;De 40 a 44 años;1 de enero de 2021;25
Total;28 Madrid;28121 Redueña;De 45 a 49 años;1 de enero de 2021;32
Total;28 Madrid;28121 Redueña;De 50 a 54 años;1 de enero de 2021;29
Total;28 Madrid;28121 Redueña;De 55 a 59 años;1 de enero de 2021;23
Total;28 Madrid;28121 Redueña;De 60 a 64 años;1 de enero de 2021;12
Total;28 Madrid;28121 Redueña;De 65 a 69 años;1 de enero de 2021;13
Total;28 Madrid;28121 Redueña;De 70 a 74 años  ;1 de enero de 2021;10
Total;28 Madrid;28121 Redueña;De 75 a 79 años  ;1 de enero de 2021;14
Total;28 Madrid;28121 Redueña;De 80 a 84 años  ;1 de enero de 2021;12
Total;28 Madrid;28121 Redueña;De 85 a 89 años  ;1 de enero de 2021;4
Total;28 Madrid;28121 Redueña;De 90 a 94 años  ;1 de enero de 2021;0
Total;28 Madrid;28121 Redueña;De 95 a 99 años  ;1 de enero de 2021;0
Total;28 Madrid;28121 Redueña;100 y más años;1 de enero de 2021;0
Total;28 Madrid;28124 Robledillo de la Jara;De 0 a 4 años;1 de enero de 2021;0
Total;28 Madrid;28124 Robledillo de la Jara;De 5 a 9 años;1 de enero de 2021;0
Total;28 Madrid;28124 Robledillo de la Jara;De 10 a 14 años  ;1 de enero de 2021;4
Total;28 Madrid;28124 Robledillo de la Jara;De 15 a 19 años  ;1 de enero de 2021;9
Total;28 Madrid;28124 Robledillo de la Jara;De 20 a 24 años;1 de enero de 2021;4
Total;28 Madrid;28124 Robledillo de la Jara;De 25 a 29 años;1 de enero de 2021;1
Total;28 Madrid;28124 Robledillo de la Jara;De 30 a 34 años;1 de enero de 2021;3
Total;28 Madrid;28124 Robledillo de la Jara;De 35 a 39 años;1 de enero de 2021;2
Total;28 Madrid;28124 Robledillo de la Jara;De 40 a 44 años;1 de enero de 2021;9
Total;28 Madrid;28124 Robledillo de la Jara;De 45 a 49 años;1 de enero de 2021;8
Total;28 Madrid;28124 Robledillo de la Jara;De 50 a 54 años;1 de enero de 2021;8
Total;28 Madrid;28124 Robledillo de la Jara;De 55 a 59 años;1 de enero de 2021;8
Total;28 Madrid;28124 Robledillo de la Jara;De 60 a 64 años;1 de enero de 2021;8
Total;28 Madrid;28124 Robledillo de la Jara;De 65 a 69 años;1 de enero de 2021;5
Total;28 Madrid;28124 Robledillo de la Jara;De 70 a 74 años  ;1 de enero de 2021;7
Total;28 Madrid;28124 Robledillo de la Jara;De 75 a 79 años  ;1 de enero de 2021;5
Total;28 Madrid;28124 Robledillo de la Jara;De 80 a 84 años  ;1 de enero de 2021;9
Total;28 Madrid;28124 Robledillo de la Jara;De 85 a 89 años  ;1 de enero de 2021;3
Total;28 Madrid;28124 Robledillo de la Jara;De 90 a 94 años  ;1 de enero de 2021;4
Total;28 Madrid;28124 Robledillo de la Jara;De 95 a 99 años  ;1 de enero de 2021;0
Total;28 Madrid;28124 Robledillo de la Jara;100 y más años;1 de enero de 2021;0
Total;28 Madrid;28126 Robregordo;De 0 a 4 años;1 de enero de 2021;4
Total;28 Madrid;28126 Robregordo;De 5 a 9 años;1 de enero de 2021;2
Total;28 Madrid;28126 Robregordo;De 10 a 14 años  ;1 de enero de 2021;1
Total;28 Madrid;28126 Robregordo;De 15 a 19 años  ;1 de enero de 2021;0
Total;28 Madrid;28126 Robregordo;De 20 a 24 años;1 de enero de 2021;1
Total;28 Madrid;28126 Robregordo;De 25 a 29 años;1 de enero de 2021;6
Total;28 Madrid;28126 Robregordo;De 30 a 34 años;1 de enero de 2021;5
Total;28 Madrid;28126 Robregordo;De 35 a 39 años;1 de enero de 2021;7
Total;28 Madrid;28126 Robregordo;De 40 a 44 años;1 de enero de 2021;7
Total;28 Madrid;28126 Robregordo;De 45 a 49 años;1 de enero de 2021;6
Total;28 Madrid;28126 Robregordo;De 50 a 54 años;1 de enero de 2021;2
Total;28 Madrid;28126 Robregordo;De 55 a 59 años;1 de enero de 2021;2
Total;28 Madrid;28126 Robregordo;De 60 a 64 años;1 de enero de 2021;3
Total;28 Madrid;28126 Robregordo;De 65 a 69 años;1 de enero de 2021;6
Total;28 Madrid;28126 Robregordo;De 70 a 74 años  ;1 de enero de 2021;4
Total;28 Madrid;28126 Robregordo;De 75 a 79 años  ;1 de enero de 2021;3
Total;28 Madrid;28126 Robregordo;De 80 a 84 años  ;1 de enero de 2021;4
Total;28 Madrid;28126 Robregordo;De 85 a 89 años  ;1 de enero de 2021;6
Total;28 Madrid;28126 Robregordo;De 90 a 94 años  ;1 de enero de 2021;2
Total;28 Madrid;28126 Robregordo;De 95 a 99 años  ;1 de enero de 2021;0
Total;28 Madrid;28126 Robregordo;100 y más años;1 de enero de 2021;0
Total;28 Madrid;28138 Serna del Monte, La;De 0 a 4 años;1 de enero de 2021;7
Total;28 Madrid;28138 Serna del Monte, La;De 5 a 9 años;1 de enero de 2021;2
Total;28 Madrid;28138 Serna del Monte, La;De 10 a 14 años  ;1 de enero de 2021;3
Total;28 Madrid;28138 Serna del Monte, La;De 15 a 19 años  ;1 de enero de 2021;4
Total;28 Madrid;28138 Serna del Monte, La;De 20 a 24 años;1 de enero de 2021;3
Total;28 Madrid;28138 Serna del Monte, La;De 25 a 29 años;1 de enero de 2021;10
Total;28 Madrid;28138 Serna del Monte, La;De 30 a 34 años;1 de enero de 2021;4
Total;28 Madrid;28138 Serna del Monte, La;De 35 a 39 años;1 de enero de 2021;9
Total;28 Madrid;28138 Serna del Monte, La;De 40 a 44 años;1 de enero de 2021;9
Total;28 Madrid;28138 Serna del Monte, La;De 45 a 49 años;1 de enero de 2021;4
Total;28 Madrid;28138 Serna del Monte, La;De 50 a 54 años;1 de enero de 2021;6
Total;28 Madrid;28138 Serna del Monte, La;De 55 a 59 años;1 de enero de 2021;8
Total;28 Madrid;28138 Serna del Monte, La;De 60 a 64 años;1 de enero de 2021;13
Total;28 Madrid;28138 Serna del Monte, La;De 65 a 69 años;1 de enero de 2021;7
Total;28 Madrid;28138 Serna del Monte, La;De 70 a 74 años  ;1 de enero de 2021;3
Total;28 Madrid;28138 Serna del Monte, La;De 75 a 79 años  ;1 de enero de 2021;2
Total;28 Madrid;28138 Serna del Monte, La;De 80 a 84 años  ;1 de enero de 2021;1
Total;28 Madrid;28138 Serna del Monte, La;De 85 a 89 años  ;1 de enero de 2021;1
Total;28 Madrid;28138 Serna del Monte, La;De 90 a 94 años  ;1 de enero de 2021;0
Total;28 Madrid;28138 Serna del Monte, La;De 95 a 99 años  ;1 de enero de 2021;0
Total;28 Madrid;28138 Serna del Monte, La;100 y más años;1 de enero de 2021;0
Total;28 Madrid;28143 Somosierra;De 0 a 4 años;1 de enero de 2021;0
Total;28 Madrid;28143 Somosierra;De 5 a 9 años;1 de enero de 2021;1
Total;28 Madrid;28143 Somosierra;De 10 a 14 años  ;1 de enero de 2021;2
Total;28 Madrid;28143 Somosierra;De 15 a 19 años  ;1 de enero de 2021;2
Total;28 Madrid;28143 Somosierra;De 20 a 24 años;1 de enero de 2021;4
Total;28 Madrid;28143 Somosierra;De 25 a 29 años;1 de enero de 2021;6
Total;28 Madrid;28143 Somosierra;De 30 a 34 años;1 de enero de 2021;11
Total;28 Madrid;28143 Somosierra;De 35 a 39 años;1 de enero de 2021;2
Total;28 Madrid;28143 Somosierra;De 40 a 44 años;1 de enero de 2021;4
Total;28 Madrid;28143 Somosierra;De 45 a 49 años;1 de enero de 2021;9
Total;28 Madrid;28143 Somosierra;De 50 a 54 años;1 de enero de 2021;5
Total;28 Madrid;28143 Somosierra;De 55 a 59 años;1 de enero de 2021;11
Total;28 Madrid;28143 Somosierra;De 60 a 64 años;1 de enero de 2021;6
Total;28 Madrid;28143 Somosierra;De 65 a 69 años;1 de enero de 2021;7
Total;28 Madrid;28143 Somosierra;De 70 a 74 años  ;1 de enero de 2021;3
Total;28 Madrid;28143 Somosierra;De 75 a 79 años  ;1 de enero de 2021;2
Total;28 Madrid;28143 Somosierra;De 80 a 84 años  ;1 de enero de 2021;4
Total;28 Madrid;28143 Somosierra;De 85 a 89 años  ;1 de enero de 2021;3
Total;28 Madrid;28143 Somosierra;De 90 a 94 años  ;1 de enero de 2021;4
Total;28 Madrid;28143 Somosierra;De 95 a 99 años  ;1 de enero de 2021;1
Total;28 Madrid;28143 Somosierra;100 y más años;1 de enero de 2021;0
Total;28 Madrid;28151 Torrelaguna;De 0 a 4 años;1 de enero de 2021;221
Total;28 Madrid;28151 Torrelaguna;De 5 a 9 años;1 de enero de 2021;269
Total;28 Madrid;28151 Torrelaguna;De 10 a 14 años  ;1 de enero de 2021;329
Total;28 Madrid;28151 Torrelaguna;De 15 a 19 años  ;1 de enero de 2021;262
Total;28 Madrid;28151 Torrelaguna;De 20 a 24 años;1 de enero de 2021;242
Total;28 Madrid;28151 Torrelaguna;De 25 a 29 años;1 de enero de 2021;221
Total;28 Madrid;28151 Torrelaguna;De 30 a 34 años;1 de enero de 2021;260
Total;28 Madrid;28151 Torrelaguna;De 35 a 39 años;1 de enero de 2021;364
Total;28 Madrid;28151 Torrelaguna;De 40 a 44 años;1 de enero de 2021;415
Total;28 Madrid;28151 Torrelaguna;De 45 a 49 años;1 de enero de 2021;475
Total;28 Madrid;28151 Torrelaguna;De 50 a 54 años;1 de enero de 2021;418
Total;28 Madrid;28151 Torrelaguna;De 55 a 59 años;1 de enero de 2021;337
Total;28 Madrid;28151 Torrelaguna;De 60 a 64 años;1 de enero de 2021;298
Total;28 Madrid;28151 Torrelaguna;De 65 a 69 años;1 de enero de 2021;212
Total;28 Madrid;28151 Torrelaguna;De 70 a 74 años  ;1 de enero de 2021;173
Total;28 Madrid;28151 Torrelaguna;De 75 a 79 años  ;1 de enero de 2021;134
Total;28 Madrid;28151 Torrelaguna;De 80 a 84 años  ;1 de enero de 2021;116
Total;28 Madrid;28151 Torrelaguna;De 85 a 89 años  ;1 de enero de 2021;78
Total;28 Madrid;28151 Torrelaguna;De 90 a 94 años  ;1 de enero de 2021;56
Total;28 Madrid;28151 Torrelaguna;De 95 a 99 años  ;1 de enero de 2021;14
Total;28 Madrid;28151 Torrelaguna;100 y más años;1 de enero de 2021;3
Total;28 Madrid;28153 Torremocha de Jarama;De 0 a 4 años;1 de enero de 2021;39
Total;28 Madrid;28153 Torremocha de Jarama;De 5 a 9 años;1 de enero de 2021;46
Total;28 Madrid;28153 Torremocha de Jarama;De 10 a 14 años  ;1 de enero de 2021;53
Total;28 Madrid;28153 Torremocha de Jarama;De 15 a 19 años  ;1 de enero de 2021;73
Total;28 Madrid;28153 Torremocha de Jarama;De 20 a 24 años;1 de enero de 2021;47
Total;28 Madrid;28153 Torremocha de Jarama;De 25 a 29 años;1 de enero de 2021;30
Total;28 Madrid;28153 Torremocha de Jarama;De 30 a 34 años;1 de enero de 2021;52
Total;28 Madrid;28153 Torremocha de Jarama;De 35 a 39 años;1 de enero de 2021;52
Total;28 Madrid;28153 Torremocha de Jarama;De 40 a 44 años;1 de enero de 2021;91
Total;28 Madrid;28153 Torremocha de Jarama;De 45 a 49 años;1 de enero de 2021;83
Total;28 Madrid;28153 Torremocha de Jarama;De 50 a 54 años;1 de enero de 2021;94
Total;28 Madrid;28153 Torremocha de Jarama;De 55 a 59 años;1 de enero de 2021;65
Total;28 Madrid;28153 Torremocha de Jarama;De 60 a 64 años;1 de enero de 2021;61
Total;28 Madrid;28153 Torremocha de Jarama;De 65 a 69 años;1 de enero de 2021;57
Total;28 Madrid;28153 Torremocha de Jarama;De 70 a 74 años  ;1 de enero de 2021;49
Total;28 Madrid;28153 Torremocha de Jarama;De 75 a 79 años  ;1 de enero de 2021;54
Total;28 Madrid;28153 Torremocha de Jarama;De 80 a 84 años  ;1 de enero de 2021;44
Total;28 Madrid;28153 Torremocha de Jarama;De 85 a 89 años  ;1 de enero de 2021;42
Total;28 Madrid;28153 Torremocha de Jarama;De 90 a 94 años  ;1 de enero de 2021;30
Total;28 Madrid;28153 Torremocha de Jarama;De 95 a 99 años  ;1 de enero de 2021;15
Total;28 Madrid;28153 Torremocha de Jarama;100 y más años;1 de enero de 2021;2
Total;28 Madrid;28158 Valdemanco;De 0 a 4 años;1 de enero de 2021;36
Total;28 Madrid;28158 Valdemanco;De 5 a 9 años;1 de enero de 2021;60
Total;28 Madrid;28158 Valdemanco;De 10 a 14 años  ;1 de enero de 2021;58
Total;28 Madrid;28158 Valdemanco;De 15 a 19 años  ;1 de enero de 2021;49
Total;28 Madrid;28158 Valdemanco;De 20 a 24 años;1 de enero de 2021;36
Total;28 Madrid;28158 Valdemanco;De 25 a 29 años;1 de enero de 2021;43
Total;28 Madrid;28158 Valdemanco;De 30 a 34 años;1 de enero de 2021;35
Total;28 Madrid;28158 Valdemanco;De 35 a 39 años;1 de enero de 2021;65
Total;28 Madrid;28158 Valdemanco;De 40 a 44 años;1 de enero de 2021;115
Total;28 Madrid;28158 Valdemanco;De 45 a 49 años;1 de enero de 2021;109
Total;28 Madrid;28158 Valdemanco;De 50 a 54 años;1 de enero de 2021;79
Total;28 Madrid;28158 Valdemanco;De 55 a 59 años;1 de enero de 2021;69
Total;28 Madrid;28158 Valdemanco;De 60 a 64 años;1 de enero de 2021;50
Total;28 Madrid;28158 Valdemanco;De 65 a 69 años;1 de enero de 2021;45
Total;28 Madrid;28158 Valdemanco;De 70 a 74 años  ;1 de enero de 2021;57
Total;28 Madrid;28158 Valdemanco;De 75 a 79 años  ;1 de enero de 2021;46
Total;28 Madrid;28158 Valdemanco;De 80 a 84 años  ;1 de enero de 2021;27
Total;28 Madrid;28158 Valdemanco;De 85 a 89 años  ;1 de enero de 2021;21
Total;28 Madrid;28158 Valdemanco;De 90 a 94 años  ;1 de enero de 2021;9
Total;28 Madrid;28158 Valdemanco;De 95 a 99 años  ;1 de enero de 2021;2
Total;28 Madrid;28158 Valdemanco;100 y más años;1 de enero de 2021;1
Total;28 Madrid;28168 Vellón, El;De 0 a 4 años;1 de enero de 2021;111
Total;28 Madrid;28168 Vellón, El;De 5 a 9 años;1 de enero de 2021;107
Total;28 Madrid;28168 Vellón, El;De 10 a 14 años  ;1 de enero de 2021;101
Total;28 Madrid;28168 Vellón, El;De 15 a 19 años  ;1 de enero de 2021;94
Total;28 Madrid;28168 Vellón, El;De 20 a 24 años;1 de enero de 2021;92
Total;28 Madrid;28168 Vellón, El;De 25 a 29 años;1 de enero de 2021;109
Total;28 Madrid;28168 Vellón, El;De 30 a 34 años;1 de enero de 2021;132
Total;28 Madrid;28168 Vellón, El;De 35 a 39 años;1 de enero de 2021;184
Total;28 Madrid;28168 Vellón, El;De 40 a 44 años;1 de enero de 2021;232
Total;28 Madrid;28168 Vellón, El;De 45 a 49 años;1 de enero de 2021;204
Total;28 Madrid;28168 Vellón, El;De 50 a 54 años;1 de enero de 2021;177
Total;28 Madrid;28168 Vellón, El;De 55 a 59 años;1 de enero de 2021;111
Total;28 Madrid;28168 Vellón, El;De 60 a 64 años;1 de enero de 2021;88
Total;28 Madrid;28168 Vellón, El;De 65 a 69 años;1 de enero de 2021;85
Total;28 Madrid;28168 Vellón, El;De 70 a 74 años  ;1 de enero de 2021;92
Total;28 Madrid;28168 Vellón, El;De 75 a 79 años  ;1 de enero de 2021;64
Total;28 Madrid;28168 Vellón, El;De 80 a 84 años  ;1 de enero de 2021;41
Total;28 Madrid;28168 Vellón, El;De 85 a 89 años  ;1 de enero de 2021;34
Total;28 Madrid;28168 Vellón, El;De 90 a 94 años  ;1 de enero de 2021;19
Total;28 Madrid;28168 Vellón, El;De 95 a 99 años  ;1 de enero de 2021;6
Total;28 Madrid;28168 Vellón, El;100 y más años;1 de enero de 2021;0
Total;28 Madrid;28169 Venturada;De 0 a 4 años;1 de enero de 2021;104
Total;28 Madrid;28169 Venturada;De 5 a 9 años;1 de enero de 2021;131
Total;28 Madrid;28169 Venturada;De 10 a 14 años  ;1 de enero de 2021;134
Total;28 Madrid;28169 Venturada;De 15 a 19 años  ;1 de enero de 2021;158
Total;28 Madrid;28169 Venturada;De 20 a 24 años;1 de enero de 2021;145
Total;28 Madrid;28169 Venturada;De 25 a 29 años;1 de enero de 2021;97
Total;28 Madrid;28169 Venturada;De 30 a 34 años;1 de enero de 2021;95
Total;28 Madrid;28169 Venturada;De 35 a 39 años;1 de enero de 2021;121
Total;28 Madrid;28169 Venturada;De 40 a 44 años;1 de enero de 2021;201
Total;28 Madrid;28169 Venturada;De 45 a 49 años;1 de enero de 2021;270
Total;28 Madrid;28169 Venturada;De 50 a 54 años;1 de enero de 2021;254
Total;28 Madrid;28169 Venturada;De 55 a 59 años;1 de enero de 2021;219
Total;28 Madrid;28169 Venturada;De 60 a 64 años;1 de enero de 2021;139
Total;28 Madrid;28169 Venturada;De 65 a 69 años;1 de enero de 2021;82
Total;28 Madrid;28169 Venturada;De 70 a 74 años  ;1 de enero de 2021;92
Total;28 Madrid;28169 Venturada;De 75 a 79 años  ;1 de enero de 2021;68
Total;28 Madrid;28169 Venturada;De 80 a 84 años  ;1 de enero de 2021;37
Total;28 Madrid;28169 Venturada;De 85 a 89 años  ;1 de enero de 2021;24
Total;28 Madrid;28169 Venturada;De 90 a 94 años  ;1 de enero de 2021;9
Total;28 Madrid;28169 Venturada;De 95 a 99 años  ;1 de enero de 2021;5
Total;28 Madrid;28169 Venturada;100 y más años;1 de enero de 2021;2
Total;28 Madrid;28182 Villavieja del Lozoya;De 0 a 4 años;1 de enero de 2021;9
Total;28 Madrid;28182 Villavieja del Lozoya;De 5 a 9 años;1 de enero de 2021;8
Total;28 Madrid;28182 Villavieja del Lozoya;De 10 a 14 años  ;1 de enero de 2021;8
Total;28 Madrid;28182 Villavieja del Lozoya;De 15 a 19 años  ;1 de enero de 2021;15
Total;28 Madrid;28182 Villavieja del Lozoya;De 20 a 24 años;1 de enero de 2021;19
Total;28 Madrid;28182 Villavieja del Lozoya;De 25 a 29 años;1 de enero de 2021;12
Total;28 Madrid;28182 Villavieja del Lozoya;De 30 a 34 años;1 de enero de 2021;7
Total;28 Madrid;28182 Villavieja del Lozoya;De 35 a 39 años;1 de enero de 2021;15
Total;28 Madrid;28182 Villavieja del Lozoya;De 40 a 44 años;1 de enero de 2021;14
Total;28 Madrid;28182 Villavieja del Lozoya;De 45 a 49 años;1 de enero de 2021;23
Total;28 Madrid;28182 Villavieja del Lozoya;De 50 a 54 años;1 de enero de 2021;40
Total;28 Madrid;28182 Villavieja del Lozoya;De 55 a 59 años;1 de enero de 2021;19
Total;28 Madrid;28182 Villavieja del Lozoya;De 60 a 64 años;1 de enero de 2021;31
Total;28 Madrid;28182 Villavieja del Lozoya;De 65 a 69 años;1 de enero de 2021;13
Total;28 Madrid;28182 Villavieja del Lozoya;De 70 a 74 años  ;1 de enero de 2021;15
Total;28 Madrid;28182 Villavieja del Lozoya;De 75 a 79 años  ;1 de enero de 2021;11
Total;28 Madrid;28182 Villavieja del Lozoya;De 80 a 84 años  ;1 de enero de 2021;9
Total;28 Madrid;28182 Villavieja del Lozoya;De 85 a 89 años  ;1 de enero de 2021;4
Total;28 Madrid;28182 Villavieja del Lozoya;De 90 a 94 años  ;1 de enero de 2021;3
Total;28 Madrid;28182 Villavieja del Lozoya;De 95 a 99 años  ;1 de enero de 2021;1
Total;28 Madrid;28182 Villavieja del Lozoya;100 y más años;1 de enero de 2021;0
